1	644036.4211
2	2691160.367
3	5174983.922
4	7242344.12
5	8515956.169
6	8969309.516
7	8755450.32
8	8084247.306
9	7154005.894
10	6122154.419
11	5098986.869
12	4152793.166
13	3319188.67
14	2610779.573
15	2025421.511
16	1552536.205
17	1177558.185
18	884834.1333
19	659355.4434
20	487671.3942
21	358263.1999
22	261587.7025
23	189936.836
24	137209.4928
25	98655.94353
26	70629.51519
27	50363.36249
28	35779.55377
29	25331.43131
30	17876.83204
31	12578.21009
32	8825.255882
33	6175.768809
34	4311.003477
35	3002.283841
36	2086.259336
37	1446.706544
38	1001.235984
39	691.6410913
40	476.929914
41	328.318863
42	225.6523756
43	154.8529923
44	106.1122347
45	72.61159522
46	49.62125734
47	33.86692105
48	23.08623714
49	15.7188929
50	10.69061466
51	7.262976637
52	4.929195854
53	3.341982128
54	2.263679799
55	1.531877374
56	1.035727781
57	0.699670526
58	0.472259674
59	0.318507605
60	0.214645665
61	0.144543622
62	0.09726595
63	0.065406046
64	0.043952109
65	0.029515862
66	0.019808604
67	0.013285664
68	0.008905363
69	0.005965771
70	0.003994252
71	0.002672792
72	0.001787567
73	0.001194906
74	0.000798335
75	0.000533117
76	0.000355837
77	0.000237398
78	0.000158309
79	0.000105522
80	7.03057E-05
81	4.68226E-05
82	3.11704E-05
83	2.07422E-05
84	1.37974E-05
85	9.1743E-06
86	6.09799E-06
87	4.05175E-06
88	2.69118E-06
89	1.78687E-06
90	1.18603E-06
91	7.86957E-07
92	5.21995E-07
93	3.46133E-07
94	2.29448E-07
95	1.52052E-07
96	1.00733E-07
97	6.67151E-08
98	4.41725E-08
99	2.92386E-08
100	0
