1	595710.7789
2	6607790.458
3	21776371.88
4	43662894.74
5	66679440.36
6	85719029.5
7	97847068.75
8	102385794.4
9	100248394.1
10	93143935.51
11	82950212.37
12	71330512
13	59561437.88
14	48504426.52
15	38656780.32
16	30234912.55
17	23260588.69
18	17635261.15
19	13197127.14
20	9761004.504
21	7143702.935
22	5178367.759
23	3721113.674
24	2652688.09
25	1877222.573
26	1319506.331
27	921711.1142
28	640122.5654
29	442173.7598
30	303908.5375
31	207900.6866
32	141599.3946
33	96045.43678
34	64894.64185
35	43687.31043
36	29309.30307
37	19599.33758
38	13065.87369
39	8684.928366
40	5756.904517
41	3805.978478
42	2509.882313
43	1651.206656
44	1083.822893
45	709.853258
46	463.9528272
47	302.630703
48	197.0255435
49	128.0373517
50	83.05916733
51	53.79048202
52	34.77913221
53	22.45196376
54	14.47229965
55	9.31520303
56	5.98744197
57	3.84331489
58	2.463806547
59	1.577475093
60	1.008769627
