1	695586.4335
2	3414332.122
3	7448316.56
4	11657663.84
5	15210796.55
6	17689477.01
7	19001552.95
8	19258368.74
9	18671085.24
10	17478776.56
11	15905528.83
12	14139210.8
13	12324538.05
14	10564534.74
15	8926224.498
16	7447866.444
17	6146165.657
18	5022651.52
19	4068903.213
20	3270586.345
21	2610413.798
22	2070207.153
23	1632247.982
24	1280094.301
25	999011.4393
26	776137.2861
27	600474.0366
28	462774.4531
29	355370.9678
30	271980.5885
31	207507.0279
32	157853.0898
33	119750.4621
34	90610.09203
35	68393.75124
36	51505.83831
37	38703.6099
38	29023.63979
39	21722.21695
40	16227.48582
41	12101.32481
42	9009.196896
43	6696.455825
44	4969.831107
45	3683.033884
46	2725.618502
47	2014.399968
48	1486.866564
49	1096.141953
50	807.1450648
51	593.6720227
52	436.185059
53	320.1416206
54	234.7348514
55	171.9464012
56	125.8356857
57	92.00768278
58	67.21519948
59	49.06218682
60	35.7828196
61	26.07726811
62	18.98980753
63	13.81848725
64	10.04828497
65	7.301707842
66	5.302334927
67	3.847944278
68	2.790728796
69	2.022747619
70	1.465239405
71	1.060780684
72	0.767537721
73	0.555057106
74	0.40118607
75	0.289821388
76	0.209265362
77	0.151026198
78	0.10894335
79	0.078550312
80	0.056610751
81	0.04078107
82	0.029365115
83	0.021135995
84	0.015206735
85	0.010936433
86	0.007862235
87	0.00565003
88	0.004058763
89	0.002914598
90	0.002092228
91	0.001501371
92	0.001077009
93	0.000772336
94	0.00055367
95	0.000396787
96	0.000284268
97	0.000203595
98	0.000145772
99	0.000104341
100	0
