1	12049	23.87309
2	12049	23.91449
3	12049	23.28758
4	12064	22.43765
5	12064	21.55829
6	12064	20.72985
7	12064	20.17671
8	12064	19.58145
9	12064	18.66391
10	12064	18.0744
11	12064	17.869
12	12064	18.43272
13	12064	18.65805
14	12064	18.83255
15	12064	19.44485
16	12064	20.19656
17	12064	20.99455
18	12064	21.89219
19	12064	22.37325
20	12064	23.0869
21	12064	23.54607
22	12064	23.77759
23	12049	23.03458
24	12065	23.57226
25	12065	24.11088
26	12065	23.87429
27	12064	22.78469
28	12064	21.9443
29	12064	20.84475
30	12064	20.05477
31	12064	19.15467
32	12064	19.32023
33	12064	18.74197
34	12064	18.15068
35	12064	17.76256
36	12064	17.79183
37	12064	17.08883
38	12064	17.44683
39	12064	16.61731
40	12064	17.28848
41	12064	17.74441
42	12064	17.47748
43	12064	19.0497
44	12064	19.28291
45	12064	19.65569
46	12064	19.95784
47	12064	20.33882
48	12064	20.41689
49	12064	21.01429
50	12064	21.53858
51	12064	21.6828
52	12064	22.03312
53	12064	22.64225
54	12064	22.44705
55	12064	22.98188
56	12064	23.39668
57	12049	22.97922
58	12049	23.54303
59	12049	23.12925
60	12049	23.21697
61	12049	22.83774
62	12065	22.78864
63	12049	22.16546
64	12049	22.4844
65	12049	22.6915
66	12049	23.17839
67	12049	22.72771
68	12049	22.22013
69	12049	22.58303
70	12049	22.59218
71	12057	21.74929
72	12064	21.26356
73	12064	20.70069
74	12057	20.26419
75	12057	20.16441
76	12064	19.92566
77	12064	19.92563
78	12057	19.64651
79	12057	19.69566
80	12057	19.39167
81	12057	19.38757
82	12057	18.67767
83	12057	18.63364
84	12057	18.87593
85	12057	17.11142
86	12064	17.61348
87	12064	18.57154
88	12064	17.43787
89	12064	20.21656
90	12064	20.84531
91	12064	21.04482
92	12064	22.34628
93	12064	23.06746
94	12064	23.52396
95	12064	24.21845
96	12064	23.55326
97	12065	22.53214
98	12065	21.96869
99	12065	22.63369
100	12065	21.74008
101	12049	21.79467
102	12049	22.07502
103	12049	22.16902
104	12057	21.2964
105	12057	20.75845
106	12057	20.14779
107	12057	20.05703
108	12057	19.51179
109	12057	20.11191
110	12057	21.58621
111	12049	21.39934
112	12049	21.30265
113	12049	20.26967
114	12049	20.75774
115	12049	19.6274
116	12049	20.13767
117	12049	21.20022
118	12049	20.82027
119	12049	18.75852
120	12057	19.95415
122	12057	18.77181
123	12057	19.23378
124	12057	19.00652
125	12053	18.85599
126	12057	18.44656
127	12057	17.92776
128	12057	17.14132
129	12057	14.05927
130	12064	14.86368
131	12064	15.20049
132	12064	15.9989
133	12064	16.01349
134	12064	16.54985
135	12064	15.7723
136	12064	14.7248
137	12064	16.33614
138	12064	16.09451
139	12064	16.21815
140	12064	15.42091
141	12064	16.65829
142	12061	17.54978
143	12064	17.65271
144	12064	18.81901
145	12064	16.71229
146	12064	17.32889
147	12064	18.28958
148	12064	18.53988
149	12064	19.50242
150	12064	19.59731
151	12064	20.16802
152	12064	20.1031
153	12064	19.8434
154	12064	19.04833
155	12064	17.88553
156	12061	18.09652
157	12061	19.43725
158	12061	20.73724
159	12061	21.24224
160	12061	20.15461
161	12064	21.69017
162	12061	22.33462
163	12061	22.7315
164	12061	24.26214
165	12061	23.38092
166	12061	22.62352
167	12061	23.73856
169	12061	23.52908
170	12064	23.26083
171	12064	22.52654
172	12064	21.02761
173	12064	21.87107
174	12064	21.73356
175	12064	21.12416
176	12064	21.58209
177	12064	22.77358
178	12064	22.1812
179	12064	22.14193
180	12064	21.80261
181	12064	22.82833
182	12064	23.36352
183	12064	24.2341
184	12064	24.24633
185	12064	24.126
186	12064	24.82715
187	12065	24.44768
188	12064	24.6144
189	12061	25.57644
190	12065	25.22633
191	12061	24.19287
192	12065	24.22313
193	12065	24.82881
194	12065	24.44034
195	12065	24.12622
196	12065	23.64753
197	12065	23.90933
198	12065	23.76355
199	12065	24.14955
200	12065	23.63166
201	12065	23.16167
202	12065	23.55592
203	12065	22.55177
204	12065	22.81181
205	12065	22.00791
206	12065	22.10657
207	12065	22.47105
208	12065	23.44855
209	12065	23.03114
210	12065	23.09149
211	12065	22.56624
212	12065	21.92468
213	12065	21.51991
214	12065	21.27724
215	12065	19.17542
216	12065	21.47537
217	12065	21.65938
219	12065	22.12055
220	12065	23.00812
221	12065	23.29404
222	12065	22.83915
223	12065	22.56168
224	12065	22.2505
225	12065	21.56885
226	12065	22.18289
227	12065	20.71927
228	12049	21.47376
229	12065	21.42597
230	12065	21.69232
231	12065	20.8617
232	12065	20.79244
233	12065	20.83324
234	12065	20.74827
235	12065	20.30347
236	12065	18.09292
237	12065	17.78616
238	12065	19.21829
239	12065	20.67139
240	12065	19.7731
241	12065	19.58569
242	12065	18.48487
243	12065	19.31696
244	12065	18.45898
245	12065	17.46946
246	12065	17.47991
247	12065	16.89006
248	12065	16.14886
249	12065	13.63689
250	12061	15.26592
251	12061	16.79325
252	12061	19.26476
253	12061	20.23011
254	12061	19.74633
255	12061	21.36376
256	12061	25.3706
257	12065	24.3379
258	12065	24.30382
259	12065	23.56652
260	12065	22.36363
261	12065	22.23773
262	12065	23.7497
263	12065	22.71395
264	12065	21.44335
265	12065	20.48112
266	12065	19.32473
267	12065	18.51459
268	12065	15.71581
269	12065	15.24793
270	12065	13.54159
271	12065	14.24034
272	12065	15.03855
273	12065	17.1994
274	12065	19.21601
275	12065	20.12853
276	12065	19.92149
277	12049	19.42382
278	12049	18.19133
279	12065	15.80093
280	12049	17.27533
281	12049	17.53524
282	12049	15.94378
283	12049	17.48226
284	12049	15.32593
285	12053	13.12811
286	12049	9.099299
287	12049	12.54718
1001	12049	17.48843
1002	12064	17.01447
1003	12064	16.88653
