        40,        40,     1.980,     4.337,    11.074,    26.773,     0.000,    21.673,     0.000,     0.000,     0.000,     0.000,    63.295,    95.526,   137.993,   460.923,    79.188,    13.007,   260.424,    76.271,    35.470,    11.663,     0.000,     0.000,     0.000,     0.000,     0.000,     0.927,     3.928,     0.213,     0.258,     0.253
        41,        41,    20.115,    44.050,   112.474,   454.638,     0.000,     0.000,    97.301,   131.723,   182.212,   536.262,   119.440,   180.262,   260.399,   895.579,   153.705,   120.302,   815.686,   355.476,   115.727,    27.892,     0.000,     0.000,     0.000,     0.000,     0.000,     5.365,    10.471,     0.838,     0.708,     0.508
        42,        42,    14.795,    32.400,    82.727,    94.737,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    59.170,    89.301,   129.000,   385.166,   129.641,    67.796,   275.771,   133.775,    23.583,     4.105,     0.000,     0.000,     0.000,     0.000,     0.000,     2.592,     3.481,     0.348,     0.159,     0.083
        43,        43,    17.369,    38.036,    97.119,   265.934,    70.985,     0.000,    78.158,   105.808,   146.363,   400.542,   150.750,   227.515,   328.658,  1118.251,   137.388,   107.399,   832.241,   269.058,   116.940,    35.704,     0.000,     0.000,     0.000,     0.000,     0.000,     2.942,     8.745,     0.496,     0.559,     0.507
        44,        44,     2.304,     5.045,    12.881,     4.569,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    64.620,    97.527,   140.883,   370.683,    76.125,    14.277,   231.200,    54.151,    27.494,     9.127,     0.000,     0.000,     0.000,     0.000,     0.000,     0.495,     2.298,     0.101,     0.133,     0.131
        45,        45,    37.356,    81.808,   208.882,  1024.624,   783.288,     0.000,   185.740,   251.450,   347.828,   850.393,   233.151,   351.877,   508.306,  1803.679,   350.666,   148.817,  1618.719,   701.513,   184.642,    41.206,     0.000,     0.000,     0.000,     0.000,     0.000,     9.774,    18.656,     1.391,     0.950,     0.630
        46,        46,    13.447,    29.448,    75.190,   291.457,   407.554,     0.000,    67.426,    91.279,   126.266,   355.303,    76.182,   114.976,   166.089,   582.498,   143.435,    18.786,   629.915,   184.557,    75.004,    22.042,     0.000,     0.000,     0.000,     0.000,     0.000,     3.397,     7.534,     0.395,     0.417,     0.364
        47,        47,    42.320,    92.680,   236.642,   191.153,     0.000,     0.000,    99.833,   135.152,   186.954,   365.191,   146.934,   221.757,   320.340,   925.266,   153.484,   221.150,   769.724,   352.809,   114.732,    29.957,     0.000,     0.000,     0.000,     0.000,     0.000,     5.019,    10.833,     0.856,     0.723,     0.562
        48,        48,     5.326,    11.663,    29.779,   168.750,     0.000,     0.000,    30.364,    41.106,    56.862,   196.355,    52.202,    78.784,   113.808,   406.188,   104.799,    61.061,   379.467,    92.764,    35.556,     8.477,     0.000,     0.000,     0.000,     0.000,     0.000,     2.270,     4.724,     0.232,     0.231,     0.164
        49,        49,    41.065,    89.930,   229.622,   597.952,     0.000,     0.000,   135.357,   183.243,   253.478,   680.396,   187.678,   283.248,   409.167,  1373.189,   213.092,   235.170,  1383.296,   520.862,   212.260,    65.068,     0.000,     0.000,     0.000,     0.000,     0.000,    10.798,    21.595,     1.649,     1.747,     1.599
        50,        50,    96.799,   211.985,   541.268,  3712.942,     0.000,     0.000,   604.505,   818.363,  1132.033,  2370.644,   969.266,  1462.838,  2113.151,  7688.280,  1717.539,     4.686,  6141.358,  1976.467,   317.612,    43.479,     0.000,     0.000,     0.000,     0.000,     0.000,    71.200,   122.927,     7.799,     3.262,     1.338
        51,        51,    62.358,   136.562,   348.688,  1368.637,     0.000,     0.000,   243.746,   329.977,   456.453,  1652.640,   305.898,   461.668,   666.905,  2278.617,   396.956,   639.851,  2972.363,   730.003,   296.582,    69.602,     0.000,     0.000,     0.000,     0.000,     0.000,    28.348,    56.094,     3.060,     3.237,     2.279
        52,        52,   122.844,   269.023,   686.905,  4489.312,     0.000,   183.445,   689.849,   933.900,  1291.855,  2610.119,  1131.604,  1707.843,  2467.074,  8972.227,  2084.644,    83.663,  7326.205,  2438.771,   374.888,    48.556,     0.000,     0.000,     0.000,     0.000,     0.000,   106.796,   177.307,    11.823,     4.736,     1.846
        53,        53,    21.902,    47.964,   122.468,   496.634,   480.988,     0.000,    98.575,   133.448,   184.597,   386.695,   159.529,   240.765,   347.798,  1209.626,   261.014,    77.382,  1086.020,   370.461,   107.246,    27.646,     0.000,     0.000,     0.000,     0.000,     0.000,    16.938,    36.285,     2.290,     1.731,     1.351
        54,        54,     3.778,     8.274,    21.127,   141.863,     0.000,     0.000,    33.410,    45.230,    62.566,   128.390,    80.480,   121.462,   175.459,   636.804,   136.776,    11.573,   437.570,   120.185,    37.640,    10.302,     0.000,     0.000,     0.000,     0.000,     0.000,     5.004,    13.267,     0.688,     0.563,     0.465
        55,        55,     4.213,     9.225,    23.555,   108.547,     0.000,     0.000,    40.160,    54.367,    75.206,   168.911,    93.314,   140.832,   203.440,   706.557,   107.677,    29.500,   498.684,   132.791,    62.430,    19.894,     0.000,     0.000,     0.000,     0.000,     0.000,     5.014,    18.890,     0.934,     1.148,     1.111
        56,        56,    31.112,    68.135,   173.971,   777.703,   562.135,    21.192,    76.989,   104.226,   144.175,   313.792,   101.527,   153.227,   221.345,   789.851,   249.431,   165.331,   849.032,   654.621,   145.579,    31.711,     0.000,     0.000,     0.000,     0.000,     0.000,    31.232,    37.962,     5.354,     3.119,     2.074
        57,        57,    34.821,    76.256,   194.706,   402.402,     0.000,     0.000,   125.823,   170.335,   235.623,   433.782,   230.646,   348.096,   502.845,  1616.896,   176.851,   204.991,  1044.166,   549.549,   189.437,    56.186,     0.000,     0.000,     0.000,     0.000,     0.000,    18.183,    45.622,     3.861,     3.480,     3.135
        58,        58,     6.999,    15.327,    39.135,    60.069,     0.000,     0.000,    35.871,    48.562,    67.175,    69.490,    68.531,   103.429,   149.409,   454.216,    82.562,    40.127,   304.529,   105.469,    54.144,    19.690,     0.000,     0.000,     0.000,     0.000,     0.000,     4.976,    15.256,     0.908,     1.222,     1.359
        59,        59,     4.596,    10.066,    25.702,    98.471,     0.000,     0.000,    45.026,    60.955,    84.318,   143.493,   105.571,   159.331,   230.162,   782.804,   108.392,    18.917,   445.102,   142.165,    57.055,    17.887,     0.000,     0.000,     0.000,     0.000,     0.000,     5.160,    20.493,     1.056,     1.109,     1.058
        60,        60,     5.081,    11.128,    28.413,    18.074,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    11.887,    17.940,    25.916,    82.130,    66.466,    14.169,    69.188,    42.091,    19.310,     8.630,     0.000,     0.000,     0.000,     0.000,     0.000,     2.745,     2.272,     0.323,     0.388,     0.528
        61,        61,     3.481,     7.623,    19.464,    59.005,     0.000,     0.000,    17.340,    23.474,    32.471,   143.299,    45.016,    67.939,    98.142,   329.968,    82.104,    12.827,   256.369,    51.600,    25.944,     7.708,     0.000,     0.000,     0.000,     0.000,     0.000,     3.187,     9.201,     0.344,     0.452,     0.407
        62,        62,     0.311,     0.681,     1.738,     6.811,     0.000,     0.000,    15.272,    20.675,    28.599,    91.573,    62.779,    94.748,   136.869,   467.907,    75.060,     3.728,   258.643,    47.157,    30.109,    10.365,     0.000,     0.000,     0.000,     0.000,     0.000,     1.430,    10.336,     0.308,     0.514,     0.537
        63,        63,     3.875,     8.485,    21.666,    44.737,     0.000,     0.000,    32.175,    43.558,    60.254,   110.831,    71.977,   108.629,   156.920,   506.130,    79.144,    14.383,   324.224,    92.657,    43.277,    14.064,     0.000,     0.000,     0.000,     0.000,     0.000,     2.235,     9.726,     0.474,     0.577,     0.565
        64,        64,    37.918,    83.038,   212.023,   759.028,   413.674,     0.000,   107.072,   144.951,   200.509,   469.864,   117.189,   176.864,   255.490,   901.501,   212.029,   189.413,   955.941,   600.790,   204.810,    64.801,     0.000,     0.000,     0.000,     0.000,     0.000,    22.260,    30.302,     3.492,     3.107,     2.970
        65,        65,    11.094,    24.295,    62.034,   124.543,     0.000,     0.000,    35.740,    48.384,    66.929,   131.666,   101.427,   153.076,   221.127,   756.701,    90.143,    35.686,   397.747,   221.826,   101.291,    38.118,     0.000,     0.000,     0.000,     0.000,     0.000,     5.656,    16.305,     1.398,     1.667,     1.899
        66,        66,     3.903,     8.547,    21.824,    16.259,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    54.021,    81.530,   117.774,   361.075,    81.927,    14.007,   217.594,    62.015,    30.227,    10.870,     0.000,     0.000,     0.000,     0.000,     0.000,     2.725,     8.582,     0.469,     0.598,     0.655
        67,        67,    25.878,    56.672,   144.702,   848.561,     0.000,     0.000,    76.558,   103.642,   143.367,   306.155,    99.624,   150.355,   217.196,   777.828,   201.611,   216.538,   602.662,   757.649,   159.343,    32.218,     0.000,     0.000,     0.000,     0.000,     0.000,    24.025,    22.651,     4.841,     2.659,     1.629
        68,        68,     0.406,     0.888,     2.268,    11.096,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    14.764,    22.283,    32.189,   109.419,    58.062,     0.839,    77.191,    13.883,     6.970,     2.824,     0.000,     0.000,     0.000,     0.000,     0.000,     0.997,     1.812,     0.073,     0.095,     0.116
        69,        69,    13.113,    28.717,    73.325,   208.646,     0.000,     0.000,    57.280,    77.545,   107.267,   338.297,    79.541,   120.045,   173.412,   571.417,   125.605,    44.870,   526.933,   147.830,    54.217,    13.606,     0.000,     0.000,     0.000,     0.000,     0.000,     7.820,    16.942,     0.893,     0.855,     0.649
        70,        70,     9.886,    21.650,    55.279,    84.648,  3529.321,     0.000,     0.000,     0.000,     0.000,     0.000,    24.279,    36.643,    52.933,   192.629,   138.722,     0.000,   349.524,    86.745,    19.008,     4.231,     0.000,     0.000,     0.000,     0.000,     0.000,     5.260,    33.430,     0.526,     0.301,     0.203
        71,        71,    60.998,   133.582,   341.080,  1866.652,     0.000,     0.000,   330.490,   447.408,   618.895,  1354.885,   347.648,   524.679,   757.927,  2678.773,   566.678,   264.485,  2853.563,  1087.925,   354.936,   100.666,     0.000,     0.000,     0.000,     0.000,     0.000,    37.308,    58.463,     4.690,     3.984,     3.391
        72,        72,    10.440,    22.864,    58.379,   104.481,     0.000,     0.000,    22.862,    30.950,    42.813,    86.307,    35.017,    52.848,    76.343,   244.103,   104.182,    58.816,   267.664,    99.333,    34.863,    10.741,     0.000,     0.000,     0.000,     0.000,     0.000,     2.989,     4.280,     0.349,     0.319,     0.294
        73,        73,    78.193,   171.240,   437.231,  2161.964,     0.000,     0.000,   373.325,   505.398,   699.112,  3134.407,   466.161,   703.541,  1016.304,  3622.452,   458.295,   706.906,  4163.705,  1064.334,   493.833,   130.259,     0.000,     0.000,     0.000,     0.000,     0.000,    27.005,    57.502,     2.965,     3.574,     2.811
        74,        74,     0.099,     0.216,     0.553,     3.802,     0.000,     0.000,     3.229,     4.371,     6.046,    29.612,    25.250,    38.108,    55.050,   200.333,    66.882,     1.735,   120.591,    12.570,     8.071,     2.744,     0.000,     0.000,     0.000,     0.000,     0.000,     0.430,     1.538,     0.030,     0.050,     0.050
        75,        75,     0.243,     0.531,     1.357,     7.737,     0.000,     0.000,    19.863,    26.890,    37.197,    74.067,    60.851,    91.838,   132.665,   465.017,    74.110,     2.891,   255.012,    46.437,    30.204,    10.541,     0.000,     0.000,     0.000,     0.000,     0.000,     0.492,     3.549,     0.106,     0.179,     0.186
        76,        76,     8.573,    18.774,    47.936,    79.239,     0.000,     0.000,    23.182,    31.383,    43.412,   105.421,    59.973,    90.512,   130.750,   440.930,    83.011,    33.494,   281.860,   123.971,    58.390,    21.486,     0.000,     0.000,     0.000,     0.000,     0.000,     1.422,     3.500,     0.263,     0.322,     0.352
        77,        77,     0.427,     0.935,     2.387,     0.986,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    34.546,    52.137,    75.315,   200.523,    65.305,     2.879,   141.731,    23.598,    13.775,     4.707,     0.000,     0.000,     0.000,     0.000,     0.000,     0.377,     1.446,     0.050,     0.076,     0.077
        78,        78,     2.128,     4.661,    11.901,     6.739,     0.000,     0.000,    26.761,    36.228,    50.114,    72.905,    78.892,   119.065,   171.996,   478.077,    74.636,    13.718,   281.424,    66.560,    37.102,    12.598,     0.000,     0.000,     0.000,     0.000,     0.000,     0.520,     3.486,     0.132,     0.190,     0.192
        79,        79,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    11.137,    16.808,    24.280,    88.360,    55.013,     0.000,    63.511,     1.008,     0.667,     0.234,     0.000,     0.000,     0.000,     0.000,     0.000,     0.276,     0.551,     0.002,     0.003,     0.004
        80,        80,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    10.272,    15.502,    22.393,    81.493,    49.423,     0.000,    57.421,     1.008,     0.667,     0.234,     0.000,     0.000,     0.000,     0.000,     0.000,     0.234,     0.478,     0.002,     0.003,     0.003
        81,        81,     1.173,     2.568,     6.556,     1.543,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    46.856,    70.716,   102.153,   255.498,    62.459,     8.157,   176.820,    39.915,    21.805,     7.341,     0.000,     0.000,     0.000,     0.000,     0.000,     0.363,     1.674,     0.075,     0.107,     0.107
        82,        82,     0.075,     0.164,     0.419,     2.882,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     7.979,    12.042,    17.395,    63.303,    45.493,     0.719,    50.269,     2.975,     0.584,     0.114,     0.000,     0.000,     0.000,     0.000,     0.000,     0.234,     0.385,     0.006,     0.003,     0.002
        83,        83,     0.857,     1.877,     4.793,     8.243,     0.000,     0.000,     5.059,     6.849,     9.474,     5.631,    17.551,    26.489,    38.264,   115.573,    57.644,     3.033,    89.029,    16.809,     9.245,     3.656,     0.000,     0.000,     0.000,     0.000,     0.000,     0.361,     0.797,     0.032,     0.045,     0.053
        84,        84,     5.933,    12.992,    33.174,    95.878,     0.000,     0.000,    42.136,    57.043,    78.907,    66.313,    66.041,    99.671,   143.980,   468.390,    73.452,    13.338,   301.673,   143.121,    74.899,    29.216,     0.000,     0.000,     0.000,     0.000,     0.000,     1.158,     3.258,     0.264,     0.359,     0.416
        85,        85,     1.789,     3.919,    10.005,    43.257,     0.000,     0.000,    10.512,    14.231,    19.685,    43.465,    32.125,    48.484,    70.038,   254.312,    66.444,     8.857,   161.927,    64.918,    27.591,     9.511,     0.000,     0.000,     0.000,     0.000,     0.000,     1.033,     2.662,     0.195,     0.216,     0.222
        86,        86,     0.089,     0.195,     0.497,     0.625,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    14.253,    21.511,    31.074,   113.082,    51.806,     0.000,    72.788,     5.503,     3.563,     1.313,     0.000,     0.000,     0.000,     0.000,     0.000,     0.331,     0.841,     0.014,     0.023,     0.025
        87,        87,    12.514,    27.404,    69.973,    70.484,   895.031,     0.000,     0.000,     0.000,     0.000,     0.000,    30.563,    46.127,    66.633,   223.663,    99.631,    16.122,   283.014,   107.235,    30.410,     8.962,     0.000,     0.000,     0.000,     0.000,     0.000,     1.500,     3.943,     0.204,     0.150,     0.131
        88,        88,     4.452,     9.749,    24.893,     2.330,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    18.118,    27.343,    39.499,    90.401,    57.161,    32.243,    72.182,    34.640,     7.950,     1.986,     0.000,     0.000,     0.000,     0.000,     0.000,     0.705,     0.974,     0.091,     0.054,     0.041
        89,        89,    24.530,    53.720,   137.164,   208.251,   270.236,  1453.623,    11.542,    15.625,    21.614,    42.860,    27.697,    41.801,    60.384,   215.730,   180.227,    17.060,   574.774,   198.755,    40.372,     7.988,     0.000,     0.000,     0.000,     0.000,     0.000,     3.999,     7.550,     0.462,     0.244,     0.143
