1	856415.1775
2	1271793.5850
3	1502917.1980
4	1617458.9240
5	1653765.2310
6	1636952.3580
7	1584465.6950
8	1508754.5790
9	1418806.5160
10	1321123.9110
11	1220387.7500
12	1119927.9700
13	1022066.2210
14	928370.3196
15	839845.4978
16	757079.2847
17	680351.7851
18	609719.7906
19	545080.9263
20	486222.4705
21	432858.3537
22	384657.0243
23	341262.2475
24	302308.4415
25	267431.7976
26	236278.1564
27	208508.4013
28	183801.9613
29	161858.8886
30	142400.8716
31	125171.4651
32	109935.7561
33	96479.6334
34	84608.7908
35	74147.5610
36	64937.6558
37	56836.8676
38	49717.7717
39	43466.4590
40	37981.3198
41	33171.8909
42	28957.7747
43	25267.6341
44	22038.2652
45	19213.7460
46	16744.6602
47	14587.3905
48	12703.4804
49	11059.0575
50	9624.3154
51	8373.0483
52	7282.2357
53	6331.6704
54	5503.6280
55	4782.5724
56	4154.8946
57	3608.6809
58	3133.5078
59	2720.2608
60	2360.9741
61	2048.6893
62	1777.3308
63	1541.5965
64	1336.8610
65	1159.0912
66	1004.7715
67	870.8389
68	754.6255
69	653.8085
70	566.3661
71	490.5389
72	424.7969
73	367.8092
74	318.4192
75	275.6213
76	238.5421
77	206.4228
78	178.6044
79	154.5147
80	133.6571
81	115.6008
82	99.9716
83	86.4453
84	74.7405
85	64.6133
86	55.8521
87	48.2738
88	41.7193
89	36.0511
90	31.1498
91	26.9123
92	23.2490
93	20.0825
94	17.3456
95	14.9804
96	12.9366
97	11.1706
98	9.6449
99	8.3269
100	7.1885
