1	920351.1472
2	580155.9336
3	427910.0326
4	336580.9073
5	274239.6005
6	228481.3548
7	193308.6893
8	165402.2188
9	142746.5471
10	124032.5236
11	108364.9243
12	95106.3984
13	83788.2623
14	74056.6231
15	65638.3330
16	58318.6440
17	51926.0605
18	46321.7818
19	41392.1644
20	37043.2244
21	33196.5524
22	29786.2268
23	26756.4466
24	24059.6915
25	21655.2751
26	19508.1937
27	17588.2022
28	15869.0650
29	14327.9440
30	12944.8951
31	11702.4505
32	10585.2707
33	9579.8521
34	8674.2809
35	7858.0245
36	7121.7533
37	6457.1891
38	5856.9749
39	5314.5621
40	4824.1140
41	4380.4214
42	3978.8294
43	3615.1741
44	3285.7264
45	2987.1434
46	2716.4261
47	2470.8808
48	2248.0868
49	2045.8665
50	1862.2598
51	1695.5014
52	1543.9996
53	1406.3193
54	1281.1652
55	1167.3677
56	1063.8701
57	969.7173
58	884.0456
59	806.0736
60	735.0940
61	670.4663
62	611.6102
63	558.0000
64	509.1590
65	464.6550
66	424.0957
67	387.1253
68	353.4208
69	322.6888
70	294.6629
71	269.1012
72	245.7834
73	224.5099
74	205.0986
75	187.3844
76	171.2167
77	156.4588
78	142.9861
79	130.6853
80	119.4531
81	109.1957
82	99.8273
83	91.2701
84	83.4531
85	76.3114
86	69.7862
87	63.8237
88	58.3748
89	53.3949
90	48.8432
91	44.6825
92	40.8789
93	37.4015
94	34.2221
95	31.3149
96	28.6564
97	26.2251
98	24.0015
99	21.9677
100	20.1074
