1	697676.3261
2	2148246.5390
3	3571971.4170
4	4614963.1910
5	5192706.6030
6	5353602.0090
7	5196290.2020
8	4825700.1740
9	4332892.4540
10	3788260.7570
11	3241550.8890
12	2724872.2690
13	2256613.0270
14	1845217.0160
15	1492380.8430
16	1195551.7380
17	949765.3372
18	748927.7727
19	586662.1664
20	456831.3272
21	353830.4658
22	272723.6768
23	209279.4290
24	159944.8036
25	121786.0003
26	92413.4244
27	69902.9787
28	52720.4866
29	39652.9845
30	29748.5369
31	22264.9228
32	16626.7860
33	12390.4353
34	9215.3160
35	6841.1462
36	5069.7651
37	3750.8420
38	2770.7030
39	2043.6511
40	1505.2608
41	1107.2232
42	813.4017
43	596.8257
44	437.4080
45	320.2177
46	234.1771
47	171.0818
48	124.8654
49	91.0492
50	66.3320
51	48.2834
52	35.1168
53	25.5204
54	18.5323
55	13.4478
56	9.7514
57	7.0662
58	5.1170
59	3.7032
60	0.0000
