1	562704.8688
2	5770917.4850
3	17741001.0400
4	33303488.6200
5	47711145.7200
6	57610767.2200
7	61823101.9900
8	60854954.1800
9	56078741.8400
10	49057648.7100
11	41146777.5000
12	33332755.3800
13	26226003.3800
14	20127925.7300
15	15120379.0100
16	11148715.7300
17	8086646.8440
18	5781064.7870
19	4079669.5840
20	2845751.5230
21	1964338.4400
22	1343095.0510
23	910406.7757
24	612241.5628
25	408742.4888
26	271059.3419
27	178643.1946
28	117060.9275
29	76298.5158
30	49483.0306
31	31942.9115
32	20530.4811
33	13141.5543
34	8379.6028
35	5323.8537
36	3370.8814
37	2127.4379
38	1338.5706
39	839.7804
40	525.4047
41	327.8575
42	204.0770
43	126.7277
44	78.5172
45	48.5421
46	29.9485
47	18.4404
48	11.3329
49	6.9522
50	0.0000
