1	932394.0000
2	811140.0000
3	726250.0000
4	657948.0000
5	599929.0000
6	549264.0000
7	504296.0000
8	463966.0000
9	427534.0000
10	394452.0000
11	364296.0000
12	336724.0000
13	311457.0000
14	288256.0000
15	266920.0000
16	247274.0000
17	229163.0000
18	212452.0000
19	197021.0000
20	182762.0000
21	169576.0000
22	157378.0000
23	146088.0000
24	135633.0000
25	125948.0000
26	116973.0000
27	108654.0000
28	100941.0000
29	93787.0000
30	87150.0000
31	80993.0000
32	75278.0000
33	69973.0000
34	65048.0000
35	60474.0000
36	56227.0000
37	52283.0000
38	48618.0000
39	45214.0000
40	42050.0000
41	39111.0000
42	36379.0000
43	33840.0000
44	31479.0000
45	29285.0000
46	27246.0000
47	25349.0000
48	23586.0000
49	21946.0000
50	20421.0000
51	19003.0000
52	17683.0000
53	16457.0000
54	15315.0000
55	14254.0000
56	13266.0000
57	12347.0000
58	11493.0000
59	10697.0000
60	9957.0000
61	9269.0000
62	8628.0000
63	8032.0000
64	7477.0000
65	6961.0000
66	6480.0000
67	6033.0000
68	5617.0000
69	5230.0000
70	4869.0000
71	4533.0000
72	4221.0000
73	3930.0000
74	3660.0000
75	3408.0000
76	3173.0000
77	2955.0000
78	2751.0000
79	2562.0000
80	2386.0000
81	2222.0000
82	2069.0000
83	1927.0000
84	1794.0000
85	1671.0000
86	1556.0000
87	1449.0000
88	1350.0000
89	1257.0000
90	1171.0000
91	1091.0000
92	1016.0000
93	946.0000
94	881.0000
95	821.0000
96	764.0000
97	712.0000
98	663.0000
99	618.0000
100	575.0000
